WSxM file copyright UAM
WSxM ASCII XYZ file
X[µm]		Y[µm]		Z[nm]
0,831373	0,933333	9,05449
0,839216	0,933333	9,93724
0,847059	0,933333	12,7196
0,854902	0,933333	13,8871
0,862745	0,933333	14,9043
0,870588	0,933333	14,7508
0,878431	0,933333	13,7335
0,886275	0,933333	12,2095
0,894118	0,933333	12,6415
0,901961	0,933333	12,4855
0,909804	0,933333	11,4683
0,917647	0,933333	8,41652
0,92549	0,933333	6,03014
0,933333	0,933333	5,54673
0,941176	0,933333	6,56398
0,94902	0,933333	6,15669
0,956863	0,933333	7,46922
0,964706	0,933333	8,48648
0,972549	0,933333	9,21175
0,980392	0,933333	9,20319
0,988235	0,933333	8,18594
0,996078	0,933333	6,75172
1,00392	0,933333	5,21195
1,01176	0,933333	5,22466
1,01961	0,933333	8,27642
1,02745	0,933333	10,6163
1,03529	0,933333	12,5994
1,04314	0,933333	13,6167
1,05098	0,933333	14,4852
1,05882	0,933333	14,4733
1,06667	0,933333	13,4561
1,07451	0,933333	12,0443
1,08235	0,933333	9,68506
1,0902	0,933333	6,6333
1,09804	0,933333	5,55333
1,10588	0,933333	4,63957
1,11373	0,933333	4,62902
1,12157	0,933333	5,4983
1,12941	0,933333	6,80825
1,13725	0,933333	7,82551
1,1451	0,933333	8,54821
1,15294	0,933333	7,80259
1,16078	0,933333	6,78534
1,16863	0,933333	6,61435
1,17647	0,933333	7,2038
1,18431	0,933333	6,61835
1,19216	0,933333	5,6011
1,2	0,933333	5,6734
1,20784	0,933333	7,71667
1,21569	0,933333	9,17269
1,22353	0,933333	10,1899
1,23137	0,933333	11,0781
1,23922	0,933333	10,9151
1,24706	0,933333	9,89781
1,2549	0,933333	7,97244
1,26275	0,933333	5,77924
1,27059	0,933333	6,79649
1,27843	0,933333	7,3876
1,28627	0,933333	9,48712
1,29412	0,933333	11,0809
1,30196	0,933333	12,113
1,3098	0,933333	13,1303
1,31765	0,933333	13,2807
1,32549	0,933333	12,2635
1,33333	0,933333	10,2121
1,34118	0,933333	9,07596
1,34902	0,933333	8,76402
1,35686	0,933333	7,74677
1,36471	0,933333	8,03096
1,37255	0,933333	9,04822
1,38039	0,933333	9,61584
1,38824	0,933333	11,6564
1,39608	0,933333	12,9631
1,40392	0,933333	13,9804
1,41176	0,933333	14,5525
1,41961	0,933333	13,5353
1,42745	0,933333	12,3451
1,43529	0,933333	9,39274
1,44314	0,933333	7,20368
1,45098	0,933333	8,20681
1,45882	0,933333	9,80116
1,46667	0,933333	10,8184
1,47451	0,933333	11,2376
1,48235	0,933333	11,3634
1,4902	0,933333	11,783
1,49804	0,933333	11,4672
1,50588	0,933333	10,4499
1,51373	0,933333	9,40096
1,52157	0,933333	8,4514
1,52941	0,933333	10,1251
1,53725	0,933333	13,1769
1,5451	0,933333	14,5601
1,55294	0,933333	15,5774
1,56078	0,933333	15,9726
1,56863	0,933333	15,2468
1,57647	0,933333	14,2295
1,58431	0,933333	11,7417
1,59216	0,933333	8,81352
1,6	0,933333	7,35169
1,60784	0,933333	8,09552
1,61569	0,933333	7,81029
1,62353	0,933333	7,33888
1,63137	0,933333	7,02666
1,63922	0,933333	7,30601
1,64706	0,933333	10,3578
1,6549	0,933333	12,6044
1,66275	0,933333	13,7539
1,67059	0,933333	14,7711
1,67843	0,933333	15,48
1,68627	0,933333	15,6015
1,69412	0,933333	14,5843
1,70196	0,933333	13,0512
1,7098	0,933333	9,99945
1,71765	0,933333	6,30846
1,72549	0,933333	4,4452
1,73333	0,933333	4,70835
1,74118	0,933333	5,7256
1,74902	0,933333	5,85141
1,75686	0,933333	4,83416
1,76471	0,933333	3,7871
1,77255	0,933333	5,19191
1,78039	0,933333	7,48453
1,78824	0,933333	10,3936
1,79608	0,933333	11,8343
1,80392	0,933333	12,8516
1,81176	0,933333	13,7602
1,81961	0,933333	13,152
1,82745	0,933333	12,1794
1,83529	0,933333	11,1621
1,84314	0,933333	9,00912
1,85098	0,933333	11,4382
1,85882	0,933333	13,4718
1,86667	0,933333	14,7707
1,87451	0,933333	15,788
1,88235	0,933333	15,9126
1,8902	0,933333	15,156
1,89804	0,933333	14,1387
1,90588	0,933333	12,5009
1,91373	0,933333	9,98826
1,92157	0,933333	7,53138
1,92941	0,933333	7,39862
1,93725	0,933333	6,38137
1,9451	0,933333	6,33207
1,95294	0,933333	7,18932
1,96078	0,933333	7,16614
1,96863	0,933333	6,64802
1,97647	0,933333	6,47031
1,98431	0,933333	5,45305
1,99216	0,933333	4,0994
2	0,933333	4,00907
0	0,941176	9,65026
0,00784314	0,941176	9,48618
0,0156863	0,941176	10,2033
0,0235294	0,941176	9,30576
0,0313725	0,941176	8,2885
0,0392157	0,941176	8,80204
0,0470588	0,941176	8,48267
0,054902	0,941176	7,46542
0,0627451	0,941176	7,89614
0,0705882	0,941176	8,9134
0,0784314	0,941176	8,60388
0,0862745	0,941176	7,85394
0,0941176	0,941176	8,45442
0,101961	0,941176	9,43283
0,109804	0,941176	10,5922
0,117647	0,941176	11,6094
0,12549	0,941176	11,448
0,133333	0,941176	10,5646
0,141176	0,941176	10,1078
0,14902	0,941176	9,20013
0,156863	0,941176	8,44091
0,164706	0,941176	7,42366
0,172549	0,941176	5,77991
0,180392	0,941176	5,76599
0,188235	0,941176	5,8467
0,196078	0,941176	8,17542
0,203922	0,941176	9,19267
0,211765	0,941176	9,67418
0,219608	0,941176	10,1007
0,227451	0,941176	10,2847
0,235294	0,941176	11,608
0,243137	0,941176	13,3724
0,25098	0,941176	14,3897
0,258824	0,941176	14,6851
0,266667	0,941176	13,6678
0,27451	0,941176	12,3475
0,282353	0,941176	10,5873
0,290196	0,941176	7,65719
0,298039	0,941176	6,02937
0,305882	0,941176	6,87421
0,313725	0,941176	8,62399
0,321569	0,941176	9,64124
0,329412	0,941176	10,5108
0,337255	0,941176	10,3521
0,345098	0,941176	9,33487
0,352941	0,941176	8,29521
0,360784	0,941176	9,27561
0,368627	0,941176	10,2929
0,376471	0,941176	10,4399
0,384314	0,941176	9,99969
0,392157	0,941176	9,70595
0,4	0,941176	8,6887
0,407843	0,941176	7,75598
0,415686	0,941176	8,03909
0,423529	0,941176	7,82361
0,431373	0,941176	7,51613
0,439216	0,941176	7,65618
0,447059	0,941176	8,67343
0,454902	0,941176	8,52536
0,462745	0,941176	8,12636
0,470588	0,941176	8,41037
0,478431	0,941176	8,5479
0,486275	0,941176	10,5959
0,494118	0,941176	12,9923
0,501961	0,941176	15,6244
0,509804	0,941176	17,6689
0,517647	0,941176	18,6862
0,52549	0,941176	18,9687
0,533333	0,941176	17,9515
0,541176	0,941176	15,885
0,54902	0,941176	12,8332
0,556863	0,941176	9,4035
0,564706	0,941176	9,8143
0,572549	0,941176	10,8316
0,580392	0,941176	10,9692
0,588235	0,941176	9,95197
0,596078	0,941176	10,4017
0,603922	0,941176	11,4189
0,611765	0,941176	11,0499
0,619608	0,941176	10,0326
0,627451	0,941176	7,82318
0,635294	0,941176	5,83166
0,643137	0,941176	6,9424
0,65098	0,941176	7,95965
0,658824	0,941176	8,83423
0,666667	0,941176	9,26776
0,67451	0,941176	10,2154
0,682353	0,941176	11,5327
0,690196	0,941176	12,55
0,698039	0,941176	12,8388
0,705882	0,941176	12,0999
0,713725	0,941176	11,0826
0,721569	0,941176	8,3354
0,729412	0,941176	8,75395
0,737255	0,941176	8,45516
0,745098	0,941176	8,74364
0,752941	0,941176	8,88565
0,760784	0,941176	8,68531
0,768627	0,941176	7,94542
0,776471	0,941176	6,92817
0,784314	0,941176	6,61188
0,792157	0,941176	5,59463
0,8	0,941176	6,3694
0,807843	0,941176	8,42118
0,815686	0,941176	9,43843
0,823529	0,941176	9,58083
0,831373	0,941176	8,56358
0,839216	0,941176	9,8749
0,847059	0,941176	11,7024
0,854902	0,941176	12,8698
0,862745	0,941176	13,8871
0,870588	0,941176	14,1134
0,878431	0,941176	13,0961
0,886275	0,941176	11,9178
0,894118	0,941176	9,58977
0,901961	0,941176	9,43377
0,909804	0,941176	8,75432
0,917647	0,941176	9,77157
0,92549	0,941176	8,75432
0,933333	0,941176	7,72764
0,941176	0,941176	4,98813
0,94902	0,941176	7,29579
0,956863	0,941176	9,64729
0,964706	0,941176	11,1187
0,972549	0,941176	12,136
0,980392	0,941176	11,6989
0,988235	0,941176	10,8207
0,996078	0,941176	9,80348
1,00392	0,941176	7,16419
1,01176	0,941176	5,39946
1,01961	0,941176	8,06952
1,02745	0,941176	10,5654
1,03529	0,941176	12,0338
1,04314	0,941176	13,051
1,05098	0,941176	13,3445
1,05882	0,941176	13,2292
1,06667	0,941176	12,2119
1,07451	0,941176	11,0271
1,08235	0,941176	8,66781
1,0902	0,941176	6,18698
1,09804	0,941176	5,16973
1,10588	0,941176	5,02714
1,11373	0,941176	6,07041
1,12157	0,941176	7,08766
1,12941	0,941176	7,09885
1,13725	0,941176	7,47853
1,1451	0,941176	8,21406
1,15294	0,941176	7,7747
1,16078	0,941176	6,75745
1,16863	0,941176	7,6316
1,17647	0,941176	8,22105
1,18431	0,941176	7,63561
1,19216	0,941176	6,61835
1,2	0,941176	4,65615
1,20784	0,941176	7,50897
1,21569	0,941176	9,86134
1,22353	0,941176	10,8786
1,23137	0,941176	11,6155
1,23922	0,941176	11,1776
1,24706	0,941176	10,1603
1,2549	0,941176	7,66716
1,26275	0,941176	6,79649
1,27059	0,941176	7,81374
1,27843	0,941176	8,61853
1,28627	0,941176	9,89107
1,29412	0,941176	12,0981
1,30196	0,941176	13,1303
1,3098	0,941176	14,1475
1,31765	0,941176	14,298
1,32549	0,941176	13,2807
1,33333	0,941176	11,2294
1,34118	0,941176	8,17763
1,34902	0,941176	7,41496
1,35686	0,941176	6,39771
1,36471	0,941176	7,88131
1,37255	0,941176	8,89856
1,38039	0,941176	9,78528
1,38824	0,941176	10,6392
1,39608	0,941176	11,9459
1,40392	0,941176	12,9631
1,41176	0,941176	13,5353
1,41961	0,941176	12,518
1,42745	0,941176	11,3279
1,43529	0,941176	9,64985
1,44314	0,941176	8,6326
1,45098	0,941176	7,47534
1,45882	0,941176	8,58925
1,46667	0,941176	9,6065
1,47451	0,941176	9,44322
1,48235	0,941176	9,86494
1,4902	0,941176	9,55684
1,49804	0,941176	9,39396
1,50588	0,941176	8,49573
1,51373	0,941176	7,47847
1,52157	0,941176	7,9931
1,52941	0,941176	11,1424
1,53725	0,941176	14,1941
1,5451	0,941176	15,5234
1,55294	0,941176	16,5407
1,56078	0,941176	16,9898
1,56863	0,941176	16,264
1,57647	0,941176	15,2468
1,58431	0,941176	12,759
1,59216	0,941176	9,83077
1,6	0,941176	8,36894
1,60784	0,941176	9,20739
1,61569	0,941176	8,82754
1,62353	0,941176	7,81029
1,63137	0,941176	6,79078
1,63922	0,941176	6,28876
1,64706	0,941176	9,34051
1,6549	0,941176	11,3771
1,66275	0,941176	12,3944
1,67059	0,941176	13,1092
1,67843	0,941176	13,9706
1,68627	0,941176	13,9515
1,69412	0,941176	13,0512
1,70196	0,941176	12,034
1,7098	0,941176	8,9822
1,71765	0,941176	5,29121
1,72549	0,941176	4,85838
1,73333	0,941176	5,67346
1,74118	0,941176	6,69071
1,74902	0,941176	6,71719
1,75686	0,941176	5,69993
1,76471	0,941176	5,41278
1,77255	0,941176	6,02683
1,78039	0,941176	5,7696
1,78824	0,941176	8,39135
1,79608	0,941176	9,83871
1,80392	0,941176	11,7257
1,81176	0,941176	12,743
1,81961	0,941176	12,7806
1,82745	0,941176	11,7651
1,83529	0,941176	11,0436
1,84314	0,941176	10,0264
1,85098	0,941176	10,421
1,85882	0,941176	12,4545
1,86667	0,941176	13,7535
1,87451	0,941176	14,7707
1,88235	0,941176	14,8953
1,8902	0,941176	14,5133
1,89804	0,941176	13,496
1,90588	0,941176	12,0419
1,91373	0,941176	9,55945
1,92157	0,941176	8,54864
1,92941	0,941176	8,87034
1,93725	0,941176	7,85309
1,9451	0,941176	6,26737
1,95294	0,941176	7,28462
1,96078	0,941176	7,29972
1,96863	0,941176	6,58122
1,97647	0,941176	5,56396
1,98431	0,941176	5,56217
1,99216	0,941176	6,57942
2	0,941176	6,90686
0	0,94902	9,80495
0,00784314	0,94902	9,92491
0,0156863	0,94902	10,3383
0,0235294	0,94902	9,32105
0,0313725	0,94902	8,81728
0,0392157	0,94902	9,81929
0,0470588	0,94902	9,49992
0,054902	0,94902	8,48267
0,0627451	0,94902	7,81922
0,0705882	0,94902	8,83647
0,0784314	0,94902	9,39916
0,0862745	0,94902	8,78706
0,0941176	0,94902	8,61574
0,101961	0,94902	9,61969
0,109804	0,94902	9,59621
0,117647	0,94902	10,5922
0,12549	0,94902	12,4504
0,133333	0,94902	13,4677
0,141176	0,94902	13,1596
0,14902	0,94902	12,1423
0,156863	0,94902	9,45816
0,164706	0,94902	8,44091
0,172549	0,94902	5,74394
0,180392	0,94902	6,18587
0,188235	0,94902	7,78794
0,196078	0,94902	10,1247
0,203922	0,94902	11,142
0,211765	0,94902	12,0099
0,219608	0,94902	11,1167
0,227451	0,94902	10,0995
0,235294	0,94902	9,34798
0,243137	0,94902	10,95
0,25098	0,94902	11,9673
0,258824	0,94902	12,3944
0,266667	0,94902	11,794
0,27451	0,94902	10,7768
0,282353	0,94902	9,14882
0,290196	0,94902	9,7381
0,298039	0,94902	8,86525
0,305882	0,94902	8,05567
0,313725	0,94902	8,33914
0,321569	0,94902	9,04415
0,329412	0,94902	9,90778
0,337255	0,94902	9,59739
0,345098	0,94902	8,58014
0,352941	0,94902	7,27796
0,360784	0,94902	6,22386
0,368627	0,94902	7,24111
0,376471	0,94902	7,38814
0,384314	0,94902	7,50498
0,392157	0,94902	7,20057
0,4	0,94902	6,18332
0,407843	0,94902	6,73873
0,415686	0,94902	7,82361
0,423529	0,94902	8,84086
0,431373	0,94902	8,53339
0,439216	0,94902	7,51613
0,447059	0,94902	7,17459
0,454902	0,94902	8,19185
0,462745	0,94902	8,03936
0,470588	0,94902	8,17391
0,478431	0,94902	8,16183
0,486275	0,94902	11,4308
0,494118	0,94902	14,4825
0,501961	0,94902	16,8264
0,509804	0,94902	18,6862
0,517647	0,94902	19,7034
0,52549	0,94902	19,986
0,533333	0,94902	18,9687
0,541176	0,94902	16,9023
0,54902	0,94902	13,8505
0,556863	0,94902	10,4207
0,564706	0,94902	10,8316
0,572549	0,94902	11,8488
0,580392	0,94902	11,9865
0,588235	0,94902	10,9692
0,596078	0,94902	9,93212
0,603922	0,94902	9,89292
0,611765	0,94902	10,0326
0,619608	0,94902	9,01538
0,627451	0,94902	6,80593
0,635294	0,94902	5,32391
0,643137	0,94902	7,95965
0,65098	0,94902	8,9769
0,658824	0,94902	9,85148
0,666667	0,94902	10,285
0,67451	0,94902	9,39792
0,682353	0,94902	8,95052
0,690196	0,94902	9,96778
0,698039	0,94902	10,5487
0,705882	0,94902	10,3967
0,713725	0,94902	9,37948
0,721569	0,94902	8,33702
0,729412	0,94902	8,91984
0,737255	0,94902	8,62107
0,745098	0,94902	8,76384
0,752941	0,94902	9,20079
0,760784	0,94902	8,60956
0,768627	0,94902	7,59231
0,776471	0,94902	5,66733
0,784314	0,94902	4,92934
0,792157	0,94902	6,50232
0,8	0,94902	7,53294
0,807843	0,94902	8,55019
0,815686	0,94902	9,32443
0,823529	0,94902	9,61621
0,831373	0,94902	8,59896
0,839216	0,94902	8,85765
0,847059	0,94902	10,6161
0,854902	0,94902	11,6334
0,862745	0,94902	12,5117
0,870588	0,94902	13,0961
0,878431	0,94902	12,0789
0,886275	0,94902	10,9006
0,894118	0,94902	8,59135
0,901961	0,94902	8,17215
0,909804	0,94902	9,77157
0,917647	0,94902	10,7888
0,92549	0,94902	9,9341
0,933333	0,94902	8,91684
0,941176	0,94902	6,29195
0,94902	0,94902	9,23514
0,956863	0,94902	11,5914
0,964706	0,94902	12,7728
0,972549	0,94902	13,7901
0,980392	0,94902	13,5035
0,988235	0,94902	12,4863
0,996078	0,94902	11,1715
1,00392	0,94902	8,97653
1,01176	0,94902	6,41672
1,01961	0,94902	7,3017
1,02745	0,94902	9,81806
1,03529	0,94902	11,4383
1,04314	0,94902	12,4555
1,05098	0,94902	12,7543
1,05882	0,94902	12,4663
1,06667	0,94902	11,449
1,07451	0,94902	8,81191
1,08235	0,94902	7,63915
1,0902	0,94902	7,20424
1,09804	0,94902	6,18698
1,10588	0,94902	7,94826
1,11373	0,94902	10,6042
1,12157	0,94902	11,6214
1,12941	0,94902	12,0754
1,13725	0,94902	11,5011
1,1451	0,94902	10,4838
1,15294	0,94902	8,12791
1,16078	0,94902	6,55898
1,16863	0,94902	7,57624
1,17647	0,94902	8,17289
1,18431	0,94902	7,59476
1,19216	0,94902	6,57751
1,2	0,94902	5,41216
1,20784	0,94902	7,20535
1,21569	0,94902	9,56486
1,22353	0,94902	10,5821
1,23137	0,94902	11,3278
1,23922	0,94902	10,898
1,24706	0,94902	9,88072
1,2549	0,94902	8,27686
1,26275	0,94902	7,57818
1,27059	0,94902	8,61853
1,27843	0,94902	9,63578
1,28627	0,94902	10,2586
1,29412	0,94902	12,4747
1,30196	0,94902	13,492
1,3098	0,94902	14,2394
1,31765	0,94902	14,5464
1,32549	0,94902	13,5292
1,33333	0,94902	11,4872
1,34118	0,94902	8,56441
1,34902	0,94902	7,01136
1,35686	0,94902	7,61475
1,36471	0,94902	7,63197
1,37255	0,94902	8,62722
1,38039	0,94902	8,78964
1,38824	0,94902	9,52308
1,39608	0,94902	10,5568
1,40392	0,94902	11,574
1,41176	0,94902	11,7268
1,41961	0,94902	10,852
1,42745	0,94902	10,3564
1,43529	0,94902	10,6671
1,44314	0,94902	9,64985
1,45098	0,94902	8,4926
1,45882	0,94902	6,64245
1,46667	0,94902	7,6597
1,47451	0,94902	8,25325
1,48235	0,94902	8,84768
1,4902	0,94902	7,83043
1,49804	0,94902	7,5403
1,50588	0,94902	6,6669
1,51373	0,94902	6,1541
1,52157	0,94902	6,97585
1,52941	0,94902	10,1251
1,53725	0,94902	13,1769
1,5451	0,94902	15,3688
1,55294	0,94902	16,3861
1,56078	0,94902	16,9946
1,56863	0,94902	16,7223
1,57647	0,94902	15,7051
1,58431	0,94902	13,6709
1,59216	0,94902	10,6191
1,6	0,94902	9,32146
1,60784	0,94902	10,2246
1,61569	0,94902	9,80721
1,62353	0,94902	8,78996
1,63137	0,94902	8,03095
1,63922	0,94902	7,46731
1,64706	0,94902	7,49446
1,6549	0,94902	10,5462
1,66275	0,94902	11,8926
1,67059	0,94902	12,9099
1,67843	0,94902	13,6687
1,68627	0,94902	13,2534
1,69412	0,94902	12,2362
1,70196	0,94902	10,3522
1,7098	0,94902	7,30043
1,71765	0,94902	5,13261
1,72549	0,94902	6,45905
1,73333	0,94902	7,47631
1,74118	0,94902	8,38349
1,74902	0,94902	8,41056
1,75686	0,94902	7,44729
1,76471	0,94902	8,46454
1,77255	0,94902	9,07859
1,78039	0,94902	8,37198
1,78824	0,94902	7,35472
1,79608	0,94902	8,66525
1,80392	0,94902	10,1461
1,81176	0,94902	11,1634
1,81961	0,94902	11,7633
1,82745	0,94902	11,9812
1,83529	0,94902	11,4232
1,84314	0,94902	10,4059
1,85098	0,94902	8,5273
1,85882	0,94902	10,5293
1,86667	0,94902	12,0112
1,87451	0,94902	13,0285
1,88235	0,94902	13,776
1,8902	0,94902	13,5457
1,89804	0,94902	12,5285
1,90588	0,94902	11,0246
1,91373	0,94902	8,6268
1,92157	0,94902	9,26765
1,92941	0,94902	9,88759
1,93725	0,94902	8,87034
1,9451	0,94902	7,96847
1,95294	0,94902	7,41363
1,96078	0,94902	7,08409
1,96863	0,94902	6,7035
1,97647	0,94902	8,48299
1,98431	0,94902	9,50024
1,99216	0,94902	9,63118
2	0,94902	9,95862
0	0,956863	8,7877
0,00784314	0,956863	8,90766
0,0156863	0,956863	9,32105
0,0235294	0,956863	8,68827
0,0313725	0,956863	8,81159
0,0392157	0,956863	9,82884
0,0470588	0,956863	9,81153
0,054902	0,956863	8,79428
0,0627451	0,956863	6,86919
0,0705882	0,956863	7,81922
0,0784314	0,956863	8,42498
0,0862745	0,956863	9,36814
0,0941176	0,956863	10,3854
0,101961	0,956863	10,411
0,109804	0,956863	12,1811
0,117647	0,956863	13,2161
0,12549	0,956863	14,2333
0,133333	0,956863	14,682
0,141176	0,956863	14,1768
0,14902	0,956863	13,1596
0,156863	0,956863	10,1078
0,164706	0,956863	7,42366
0,172549	0,956863	5,04133
0,180392	0,956863	7,20312
0,188235	0,956863	8,8052
0,196078	0,956863	11,142
0,203922	0,956863	12,1592
0,211765	0,956863	13,0272
0,219608	0,956863	13,1545
0,227451	0,956863	12,1372
0,235294	0,956863	10,8242
0,243137	0,956863	7,89826
0,25098	0,956863	8,91551
0,258824	0,956863	9,34266
0,266667	0,956863	8,74226
0,27451	0,956863	9,85491
0,282353	0,956863	11,7726
0,290196	0,956863	12,7899
0,298039	0,956863	11,917
0,305882	0,956863	10,8998
0,313725	0,956863	9,35639
0,321569	0,956863	8,33914
0,329412	0,956863	8,89053
0,337255	0,956863	8,58014
0,345098	0,956863	7,56289
0,352941	0,956863	6,09809
0,360784	0,956863	5,18937
0,368627	0,956863	5,18106
0,376471	0,956863	5,02561
0,384314	0,956863	5,01695
0,392157	0,956863	4,94601
0,4	0,956863	5,29493
0,407843	0,956863	6,31786
0,415686	0,956863	7,63182
0,423529	0,956863	8,64907
0,431373	0,956863	7,63182
0,439216	0,956863	6,73049
0,447059	0,956863	8,19185
0,454902	0,956863	9,2091
0,462745	0,956863	9,05661
0,470588	0,956863	8,03936
0,478431	0,956863	7,75434
0,486275	0,956863	12,448
0,494118	0,956863	15,4998
0,501961	0,956863	17,8436
0,509804	0,956863	18,8668
0,517647	0,956863	19,8841
0,52549	0,956863	20,173
0,533333	0,956863	19,1557
0,541176	0,956863	17,6834
0,54902	0,956863	14,6317
0,556863	0,956863	10,9561
0,564706	0,956863	11,7901
0,572549	0,956863	12,8074
0,580392	0,956863	12,364
0,588235	0,956863	11,3467
0,596078	0,956863	9,28793
0,603922	0,956863	6,84117
0,611765	0,956863	6,98087
0,619608	0,956863	5,96362
0,627451	0,956863	6,02459
0,635294	0,956863	7,06311
0,643137	0,956863	8,38963
0,65098	0,956863	9,40688
0,658824	0,956863	10,1397
0,666667	0,956863	9,99171
0,67451	0,956863	8,97446
0,682353	0,956863	8,72086
0,690196	0,956863	7,70361
0,698039	0,956863	7,77545
0,705882	0,956863	7,34497
0,713725	0,956863	7,06438
0,721569	0,956863	8,38618
0,729412	0,956863	9,40344
0,737255	0,956863	8,81669
0,745098	0,956863	7,79943
0,752941	0,956863	8,18354
0,760784	0,956863	7,59231
0,768627	0,956863	6,57506
0,776471	0,956863	4,41925
0,784314	0,956863	6,09546
0,792157	0,956863	7,72196
0,8	0,956863	8,73921
0,807843	0,956863	9,63203
0,815686	0,956863	9,64305
0,823529	0,956863	8,8387
0,831373	0,956863	10,716
0,839216	0,956863	11,7332
0,847059	0,956863	11,7452
0,854902	0,956863	11,7564
0,862745	0,956863	11,2373
0,870588	0,956863	11,09
0,878431	0,956863	10,3558
0,886275	0,956863	10,1913
0,894118	0,956863	9,6086
0,901961	0,956863	9,1894
0,909804	0,956863	10,516
0,917647	0,956863	11,5333
0,92549	0,956863	10,9513
0,933333	0,956863	9,9341
0,941176	0,956863	7,92123
0,94902	0,956863	10,2524
0,956863	0,956863	12,6086
0,964706	0,956863	13,7901
0,972549	0,956863	14,8073
0,980392	0,956863	14,5208
0,988235	0,956863	13,5035
0,996078	0,956863	12,2651
1,00392	0,956863	9,99378
1,01176	0,956863	7,00586
1,01961	0,956863	7,06995
1,02745	0,956863	8,80081
1,03529	0,956863	10,421
1,04314	0,956863	11,4383
1,05098	0,956863	12,2431
1,05882	0,956863	11,6646
1,06667	0,956863	10,6473
1,07451	0,956863	9,48186
1,08235	0,956863	8,02224
1,0902	0,956863	7,88508
